"","date.x","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","name","age","gender","race","date.y","cause_of_death","wapo_armed","wapo_threat_level","officer_known_past_shootings","year","mappingPreGF","mappingPostGF","mappingBlackOnlyPreGF","mappingBlackOnlyPostGF"
"96522",2020-05-30,"bradley, illinois","policing; racism","general protesters 0 protest","antiracism; against police brutality",1,100,100,100,17091,"1707744",15368,1000,956,1136,10018,510,67,36,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97166",2020-05-30,"du quoin, illinois","policing; racism","general protesters","antiracism; against police brutality",1,20,20,20,17145,"1721267",5761,281,151,351,4074,177,17,44,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97167",2020-05-30,"east saint louis, illinois","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,17163,"1722255",26543,25563,25550,1089,17839,987,66,25,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97168",2020-05-30,"galesburg, illinois","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,17095,"1728326",30689,4236,2824,2359,20980,1136,221,124,2789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97174",2020-05-30,"plainfield, illinois","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,17197,"1760287",43110,3122,3111,8881,25851,3677,622,485,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97236",2020-05-30,"jasper, indiana","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,18037,"1837782",15827,90,57,2116,10981,626,122,74,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97399",2020-05-30,"winchester, kentucky","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,21049,"2183676",18429,1429,1401,1591,12761,513,69,63,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97448",2020-05-30,"amherst, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,60,60,60,25015,"2501360",20409,897,361,916,3762,734,220,497,15081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97449",2020-05-30,"bridgewater, massachusetts","policing; racism","Bridgewater Citizens For Civility and Respect","antiracism; against police brutality",1,100,120,110,25023,"2508130",27436,2360,1548,4009,16935,1574,266,212,5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97450",2020-05-30,"gloucester, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,7,7,7,25009,"2526150",30162,502,502,5528,23175,2617,614,493,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97451",2020-05-30,"greenfield, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,25,25,25,25011,"2527100",17375,391,308,2662,13178,1506,192,216,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97452",2020-05-30,"haverhill, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,25009,"2529405",63533,2310,2253,8792,43435,3295,501,342,2837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97460",2020-05-30,"new bedford, massachusetts","policing; racism","general protesters 0 protest","antiracism; against police brutality",1,100,100,100,25005,"2545000",95239,6636,6503,7408,63772,2622,468,326,4329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97461",2020-05-30,"newburyport, massachusetts","policing; racism","general protesters","antiracism; against police brutality",1,100,150,125,25009,"2545245",18077,310,310,4647,13474,2963,382,422,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97522",2020-05-30,"newcastle, maine","policing; racism","general protesters","antiracism; against police brutality",1,20,25,22,23015,"2348610",512,20,20,129,416,59,32,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97526",2020-05-30,"adrian, michigan","policing; racism","general protesters","antiracism; against police brutality",1,17,17,17,26091,"2600440",20572,984,794,1334,12787,702,112,109,2541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97596",2020-05-30,"marquette, michigan","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,26103,"2651900",20822,816,185,3373,11745,1216,313,281,5330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97597",2020-05-30,"port huron, michigan","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,26147,"2665820",29025,2312,2274,1961,19152,774,199,59,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97601",2020-05-30,"tecumseh, michigan","policing; racism","general protesters","antiracism; against police brutality",1,150,150,150,26091,"2679120",8356,50,44,1219,6035,508,70,24,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97603",2020-05-30,"buffalo, minnesota","policing; racism","general protesters","Black Lives Matter",1,40,70,55,27171,"2708452",16210,105,63,2518,10427,456,117,130,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97693",2020-05-30,"red wing, minnesota","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,27049,"2753620",16338,452,358,2053,11709,715,195,55,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97722",2020-05-30,"hannibal, missouri","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,29127,"2930214",17320,945,858,1608,11275,539,119,102,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97949",2020-05-30,"albemarle, north carolina","policing; racism","general protesters","antiracism; against police brutality",1,10,10,10,37167,"3700680",15980,3845,3771,1449,11061,386,162,14,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98112",2020-05-30,"kearney, nebraska","policing; racism","general protesters","antiracism; against police brutality",1,30,30,30,31019,"3125055",33464,428,377,4866,19806,1676,372,586,4719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98155",2020-05-30,"hanover, new hampshire","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,33009,"3333780",8508,310,28,1125,3592,949,384,538,3934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98156",2020-05-30,"hanover, new hampshire","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,33009,"3333780",8508,310,28,1125,3592,949,384,538,3934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98173",2020-05-30,"freehold, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,36,36,36,34025,"3425200",11797,1211,1211,1060,7926,434,60,76,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98177",2020-05-30,"morristown, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34027,"3448300",18909,1658,1605,4777,13931,2334,678,334,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98178",2020-05-30,"morristown, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,34027,"3448300",18909,1658,1605,4777,13931,2334,678,334,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98205",2020-05-30,"pitman, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34015,"3459070",8805,307,303,1337,6007,533,64,42,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98206",2020-05-30,"point pleasant beach, new jersey","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,34029,"3459910",4537,22,22,1212,3314,635,47,45,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98519",2020-05-30,"cazenovia, new york","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,36053,"3613145",2846,215,37,372,1390,220,43,41,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98520",2020-05-30,"greenwich, new york","policing; racism","general protesters","in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,NA,NA,NA,36115,"3630675",2149,16,16,256,1346,130,33,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98521",2020-05-30,"homer, new york","policing; racism","general protesters","antiracism; against police brutality",1,40,40,40,36023,"3635276",3123,3,3,491,2286,300,45,29,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98522",2020-05-30,"kingston, new york","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,36111,"3639727",23070,3605,3521,2276,16035,1479,249,297,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98523",2020-05-30,"monroe, new york","policing; racism","general protesters 0 protest","antiracism; against police brutality",1,200,200,200,36071,"3647988",8586,691,691,1386,5231,646,90,52,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98524",2020-05-30,"monticello, new york","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,36105,"3648175",6433,1852,1797,568,4585,265,13,18,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99461",2020-05-30,"peekskill, new york","policing; racism","general protester","antiracism; against police brutality",1,100,100,100,36119,"3656979",24075,5576,5554,3014,16242,1431,228,173,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99516",2020-05-30,"athens, ohio","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,39009,"3902736",24984,1396,745,1883,7459,1878,146,1066,14558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99690",2020-05-30,"east liverpool, ohio","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,39029,"3923730",10692,442,435,444,6990,139,62,11,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99703",2020-05-30,"marion, ohio","policing; racism","general protesters","antiracism; against police brutality",1,200,300,250,39101,"3947754",36188,3482,1609,1621,25255,732,126,31,1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99706",2020-05-30,"norwalk, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39077,"3957302",16857,401,375,1111,11432,617,128,0,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99725",2020-05-30,"wilmington, ohio","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,39027,"3985792",12392,716,608,1021,7789,493,66,159,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99726",2020-05-30,"wooster, ohio","policing; racism","Wooster-Orrville NAACP","antiracism; against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99944",2020-05-30,"hood river, oregon","policing; racism","general protesters","antiracism; against police brutality",1,250,250,250,41027,"4134900",7715,106,106,1031,5513,916,230,92,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100033",2020-05-30,"yachats, oregon","policing; racism","general protesters","antiracism; against police brutality",1,40,70,55,41041,"4184200",553,0,0,91,494,73,19,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100042",2020-05-30,"bethlehem, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,1000,2000,1500,42095,"4206088",75461,6323,5897,8765,49881,3894,1027,880,8379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100068",2020-05-30,"monessen, pennsylvania","policing; racism","general protestors","antiracism; against police brutality",1,12,12,12,42129,"4250344",7344,841,836,864,5229,281,21,42,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100234",2020-05-30,"tunkhannock, pennsylvania","policing; racism","general protesters","antiracism; against police brutality",1,40,40,40,42131,"4277784",1763,30,14,207,1303,98,11,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100240",2020-05-30,"westerly, rhode island","policing; racism","general protesters","antiracism; against police brutality",1,60,60,60,44009,"4476820",17553,307,307,2654,13231,1323,338,151,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100356",2020-05-30,"yankton, south dakota","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,46135,"4673060",14573,320,179,1717,10178,921,186,90,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101084",2020-05-30,"flower mound, texas","policing; racism","general protesters","antiracism; against police brutality",1,45,105,75,48121,"4826232",76555,3022,2948,20086,49982,8680,1318,919,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101924",2020-05-30,"lebanon, virginia","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,51167,"5144696",3206,50,19,292,2433,46,0,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101966",2020-05-30,"staunton, virginia","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,51790,"5175216",24432,2754,2388,3114,17644,2036,319,421,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101967",2020-05-30,"bennington, vermont","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,50003,"5004750",8629,46,35,1172,6133,391,126,61,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101976",2020-05-30,"middlebury, vermont","policing; racism","Standing up for Racial Justice; Champlain Valley Unitarian Universalist Society","antiracism; against police brutality",1,375,400,388,50001,"5044275",6966,202,81,730,3379,513,149,316,2792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101979",2020-05-30,"anacortes, washington","policing; racism","general protesters","antiracism; against police brutality",1,80,80,80,53057,"5301990",16977,93,93,3282,12870,1462,339,245,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101994",2020-05-30,"port townsend, washington","policing; racism","general protesters","antiracism; against police brutality",1,100,125,112,53031,"5355855",9551,57,57,2284,7539,1473,398,240,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102094",2020-05-30,"snoqualmie, washington","policing; racism","general protesters","antiracism; against police brutality",1,24,24,24,53033,"5365205",13480,100,100,3684,8482,1401,322,177,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102152",2020-05-30,"vashon, washington","policing; racism","general protestors","antiracism; against police brutality",1,75,75,75,53033,"5374305",10291,7,5,2431,8278,1107,574,259,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102263",2020-05-30,"fayetteville, west virginia","policing; racism","general protesters","antiracism; against police brutality",1,30,50,40,54019,"5427028",2806,44,36,471,1929,116,45,22,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102281",2020-05-31,"cordova, alaska","policing; racism","general protesters","antiracism; against police brutality",1,60,60,60,2261,"0217410",2829,14,0,497,2011,76,13,3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102282",2020-05-31,"homer, alaska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,2122,"0233140",5709,29,29,824,4157,514,76,82,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102283",2020-05-31,"kodiak, alaska","policing; racism","general protesters","antiracism; against police brutality",1,5,5,5,2150,"0240950",6022,12,11,696,4327,224,35,6,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102284",2020-05-31,"valdez, alaska","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,2063,"0282200",3847,5,5,323,2838,628,0,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102324",2020-05-31,"fort payne, alabama","policing; racism","general protesters","antiracism; against police brutality",1,40,40,40,1049,"0127616",14115,489,389,759,9191,686,114,16,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102590",2020-05-31,"benicia, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6095,"0605290",28192,941,941,6076,20921,2347,609,313,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103410",2020-05-31,"monrovia, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6037,"0648648",36816,2003,1991,6035,26233,2541,723,516,2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103418",2020-05-31,"morgan hill, california","policing; racism","general protesters","antiracism; against police brutality",1,69,69,69,6085,"0649278",44686,830,808,8565,29879,3061,963,518,2303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103419",2020-05-31,"mountain view, california","policing; racism","Mountain View Voices for Peace and Justice","antiracism; against police brutality",1,250,250,250,6085,"0649651",1970,95,95,302,1350,33,7,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103420",2020-05-31,"mountain view, california","policing; racism","Mountain View Voices for Peace and Justice","antiracism; against police brutality",1,250,250,250,6085,"0649670",81656,1273,1268,17555,59633,15925,2843,5124,3487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103451",2020-05-31,"ojai, california","policing; racism","general protesters","antiracism; against police brutality",1,350,350,350,6111,"0653476",7534,53,49,1432,5865,915,302,117,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103484",2020-05-31,"rancho palos verdes, california","policing; racism","general protesters","antiracism; against police brutality",1,100,100,100,6037,"0659514",42030,785,770,11171,30979,6024,2375,1359,1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103841",2020-05-31,"san rafael, california","policing; racism","general protesters","antiracism; against police brutality",1,40,60,50,6041,"0668364",58775,807,658,12556,41559,5498,2313,1322,3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103924",2020-05-31,"tracy, california","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,6077,"0680238",90675,4111,4059,9207,55797,2167,599,312,6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103969",2020-05-31,"aspen, colorado","policing; racism","general protesters","antiracism; against police brutality",1,24,50,37,8097,"0803620",7431,45,45,2651,5740,650,387,120,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104147",2020-05-31,"mendocino, california","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,6045,"0646814",855,0,0,230,715,152,56,0,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104148",2020-05-31,"vail, colorado","policing; racism","general protesters","antiracism; against police brutality",1,50,50,50,8037,"0880040",5479,30,30,1936,4439,547,333,27,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104152",2020-05-31,"darien, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,9001,"0918920",21742,187,187,6215,13047,3448,944,207,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104153",2020-05-31,"guilford, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,9009,"0935020",2689,94,88,627,2058,384,136,80,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104160",2020-05-31,"litchfield, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,300,300,300,9005,"0943300",1245,30,30,239,1024,101,39,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104166",2020-05-31,"shelton, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,120,120,120,9001,"0968100",41141,800,761,7094,30248,4723,682,420,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104172",2020-05-31,"westport, connecticut","policing; racism","general protesters","antiracism; against police brutality",1,200,200,200,9001,"0983570",28016,300,288,7054,18635,5068,1927,478,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
