"","date","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents"
"16788",2020-11-10,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16799",2020-11-11,"iberia parish, louisiana","policing; racism","general protesters","against racial bias in policing, for justice for Quawan Charles",1,NA,NA,NA,22045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16809",2020-11-11,"haverford, pennsylvania","education; policing; racism","Women of Color House; Black Students Refusing Further Inaction; Black Student League","against racism, against police violence, for justice for Walter Wallace Jr., against university dean's call to avoid protests",1,NA,NA,NA,42045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16881",2020-11-15,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16890",2020-11-15,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16998",2020-11-22,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17011",2020-11-22,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17112",2020-11-29,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17124",2020-11-29,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17229",2020-12-06,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17238",2020-12-06,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17362",2020-12-13,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17374",2020-12-13,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17400",2020-12-15,"woodland hills, california","racism","Orange Aligned","against racism, for love and unity",1,NA,NA,NA,6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17455",2020-12-19,"ashland, massachusetts","legislative; policing; racism","general protesters","against racism, for passage of police reform bill, against governor's amendments to police reform bill",1,NA,NA,NA,25017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17476",2020-12-20,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17478",2020-12-20,"acton, massachusetts","education; racism","Racial Justice for Black Lives","in support of Black school board members targeted in racist comments",1,150,150,150,25017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17483",2020-12-20,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17556",2020-12-27,"southbury, connecticut","racism","Justice Southbury","against systemic racism, for equal justice for all",1,NA,NA,NA,9009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17563",2020-12-27,"southampton, pennsylvania","policing; racism","Southampton Friends Meeting","for racial justice, Black Lives Matter",1,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
